,ID,Comments,CommentsTokenized
960,1380,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate.","['Can', 'not', 'believe', 'the', 'roaming', 'charges', '.', 'He', 'said', 'that', 'when', 'he', 'signed', 'up', 'that', 'the', 'sales', 'person', 'misled', 'him', 'with', 'respect', 'to', 'what', 'would', 'be', 'covered', '.', 'In', 'addition', ',', 'he', 'thinks', 'that', 'the', 'reception', 'in', 'many', 'of', 'the', 'cities', 'he', 'travels', 'to', 'is', 'inadequate', '.']"
961,3302,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
962,756,Phone sucked,"['Phone', 'sucked']"
963,1597,transferred to manager ASAP,"['transferred', 'to', 'manager', 'ASAP']"
964,1908,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.,"['He', 'hated', 'the', 'phone', '.', 'Claims', 'that', 'the', 'reception', 'is', 'horrible', 'in', 'many', 'parts', 'of', 'the', 'metropolitian', 'area', '.']"
965,2526,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
966,2773,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
967,3664,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
968,1617,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
969,2555,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
970,1337,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.,"['Asked', 'about', 'coverage', 'in', 'Los', 'Angeles', 'and', 'New', 'York', '.', 'Is', 'afraid', 'that', 'he', 'will', 'be', 'out', 'of', 'network', 'when', 'traveling', '.']"
971,2042,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
972,509,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,"['Needs', 'help', 'with', 'basic', 'phone', 'usage', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
973,2186,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
974,1622,Really wants the new phone from XVYX which has the PDA built in.,"['Really', 'wants', 'the', 'new', 'phone', 'from', 'XVYX', 'which', 'has', 'the', 'PDA', 'built', 'in', '.']"
975,1324,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
976,2984,Wants information on our Internet service. Referred him to web site.,"['Wants', 'information', 'on', 'our', 'Internet', 'service', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
977,2420,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
978,139,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
979,3028,Wants to add additional lines for family. Needs more info on rates.,"['Wants', 'to', 'add', 'additional', 'lines', 'for', 'family', '.', 'Needs', 'more', 'info', 'on', 'rates', '.']"
980,379,He found a better rate and no contract. He said he cold not wait until his contract expired.,"['He', 'found', 'a', 'better', 'rate', 'and', 'no', 'contract', '.', 'He', 'said', 'he', 'cold', 'not', 'wait', 'until', 'his', 'contract', 'expired', '.']"
981,754,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
982,891,He found a better rate and no contract. He said he cold not wait until his contract expired.,"['He', 'found', 'a', 'better', 'rate', 'and', 'no', 'contract', '.', 'He', 'said', 'he', 'cold', 'not', 'wait', 'until', 'his', 'contract', 'expired', '.']"
983,3114,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
984,3722,He expected significantly better Technical Support.,"['He', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
985,843,transferred to manager ASAP,"['transferred', 'to', 'manager', 'ASAP']"
986,986,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
987,2377,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,"['Needs', 'help', 'with', 'basic', 'phone', 'usage', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
988,3389,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
989,1801,He does not know if the problems are related to the phone or if it is just the battery. He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.,"['He', 'does', 'not', 'know', 'if', 'the', 'problems', 'are', 'related', 'to', 'the', 'phone', 'or', 'if', 'it', 'is', 'just', 'the', 'battery', '.', 'He', 'was', 'willing', 'to', 'test', 'a', 'new', 'battery', '.', 'I', 'asked', 'him', 'to', 'try', 'that', 'first', '.', 'If', 'he', 'is', 'still', 'having', 'problems', 'he', 'will', 'call', 'us', 'back', '.']"
990,3697,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
991,77,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
992,1300,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the phone sucked.","['The', 'customer', 'wold', 'like', 'to', 'change', 'his', 'address', ',', 'and', 'complained', 'this', 'should', 'be', 'significantly', 'easier', '.', 'I', 'am', 'not', 'sure', 'what', 'he', 'means', 'by', 'self', 'service', '.', 'He', 'also', 'thought', 'the', 'phone', 'sucked', '.']"
993,1387,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.,"['He', 'loves', 'the', 'phone', 'when', 'it', 'works', '.', 'The', 'problem', 'is', 'that', 'the', 'phone', 'hardly', 'ever', 'works', '.', 'He', 'thinks', 'the', 'battery', 'is', 'lame', '.']"
994,231,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.,"['The', 'handset', 'never', 'worked', 'well', 'after', 'I', 'dropped', 'it', 'in', 'the', 'toilet', '.', 'I', 'am', 'surprised', 'it', 'ever', 'worked', 'after', 'that', '.']"
995,1233,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
996,1827,Very unhappy with new phone because it does not use a simm chip. He says he wll have to reenter all his information in his phone book and he finds that a waste of time. Claims other companies use simm to make this easier with their phones.,"['Very', 'unhappy', 'with', 'new', 'phone', 'because', 'it', 'does', 'not', 'use', 'a', 'simm', 'chip', '.', 'He', 'says', 'he', 'wll', 'have', 'to', 'reenter', 'all', 'his', 'information', 'in', 'his', 'phone', 'book', 'and', 'he', 'finds', 'that', 'a', 'waste', 'of', 'time', '.', 'Claims', 'other', 'companies', 'use', 'simm', 'to', 'make', 'this', 'easier', 'with', 'their', 'phones', '.']"
997,798,transferred to manager ASAP,"['transferred', 'to', 'manager', 'ASAP']"
998,2994,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
999,767,I wished the handset was bigger. It is uncomfortable using the handset for a long time.,"['I', 'wished', 'the', 'handset', 'was', 'bigger', '.', 'It', 'is', 'uncomfortable', 'using', 'the', 'handset', 'for', 'a', 'long', 'time', '.']"
1000,1505,Called about new plan. Might switch soon. Wants more minutes.,"['Called', 'about', 'new', 'plan', '.', 'Might', 'switch', 'soon', '.', 'Wants', 'more', 'minutes', '.']"
1001,1321,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1002,3228,Wants information on our Internet service. Referred him to web site.,"['Wants', 'information', 'on', 'our', 'Internet', 'service', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1003,1431,Wants information on our Internet service. Referred him to web site.,"['Wants', 'information', 'on', 'our', 'Internet', 'service', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
1004,1644,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
1005,2006,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
1006,250,He claims his bill always seemed to have calls he did not make.,"['He', 'claims', 'his', 'bill', 'always', 'seemed', 'to', 'have', 'calls', 'he', 'did', 'not', 'make', '.']"
1007,2850,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1008,1941,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
1009,3776,Really is unhappy with the website. Claims the self service stuff does not work.,"['Really', 'is', 'unhappy', 'with', 'the', 'website', '.', 'Claims', 'the', 'self', 'service', 'stuff', 'does', 'not', 'work', '.']"
1010,3552,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
1011,280,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.,"['The', 'customer', 'was', 'very', 'unhappy', 'with', 'the', 'wait', 'time', 'for', 'support', '.', 'Then', 'he', 'said', 'that', 'his', 'recption', 'was', 'just', 'too', 'unreliable', 'to', 'be', 'of', 'any', 'value', '.']"
1012,647,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his phone. I switched him ot the manager.,"['Claims', 'he', 'never', 'received', 'his', 'bill', '.', 'Was', 'really', 'unhappy', 'that', 'I', 'asked', 'him', 'for', 'his', 'cc', '.', 'Wanted', 'me', 'to', 'turn', 'on', 'his', 'phone', '.', 'I', 'switched', 'him', 'ot', 'the', 'manager', '.']"
1013,3644,Wants to add another phone. Contacting provisioning.,"['Wants', 'to', 'add', 'another', 'phone', '.', 'Contacting', 'provisioning', '.']"
1014,1332,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?,"['He', 'really', 'thinks', 'the', 'reception', 'is', 'inadequate', 'everywhere', 'but', 'on', 'the', 'highway', '.', 'Wants', 'to', 'know', 'when', 'this', 'will', 'be', 'fixed', '?']"
1015,1856,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,"['He', 'claimed', 'that', 'the', 'charger', 'never', 'really', 'worked', 'very', 'well', '.', 'As', 'a', 'result', 'the', 'phone', 'was', 'always', 'dying', 'on', 'him', '.', 'He', 'could', 'not', 'wait', 'to', 'get', 'out', 'of', 'his', 'current', 'contract', '.']"
1016,1198,Asking for a change of address and wants to switch plans. Transeffered him to customer care.,"['Asking', 'for', 'a', 'change', 'of', 'address', 'and', 'wants', 'to', 'switch', 'plans', '.', 'Transeffered', 'him', 'to', 'customer', 'care', '.']"
1017,3362,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
1018,3161,I needed a handset which also functioned as a PDA. You did not offer such a model.,"['I', 'needed', 'a', 'handset', 'which', 'also', 'functioned', 'as', 'a', 'PDA', '.', 'You', 'did', 'not', 'offer', 'such', 'a', 'model', '.']"
